
42,3,deep_lift,1.0,1.0,0.938,0.3509,3.216e+04,3.072e+04,0.9376,0.9117
42,3,dyna_mask,1.0,1.0,0.3857,0.7652,1.02e+05,2.608e+04,0.6321,0.43
42,3,extremal_mask,1.0,1.0,0.9117,0.7571,2.907e+05,7.233e+03,0.9067,0.8801
42,3,fit,1.0,1.0,0.5043,0.5867,7.607e+04,3.365e+04,0.8226,0.568
42,0,deep_lift,1.0,1.0,0.9443,0.3436,3.142e+04,3.036e+04,0.9375,0.9153
42,0,dyna_mask,1.0,1.0,0.378,0.7692,1.03e+05,2.573e+04,0.6217,0.4207
42,0,extremal_mask,1.0,1.0,0.9156,0.7594,2.955e+05,6.931e+03,0.9076,0.8824
42,0,fit,1.0,1.0,0.4799,0.607,8.304e+04,3.338e+04,0.8028,0.5471
42,4,deep_lift,1.0,1.0,0.9394,0.3404,3.107e+04,3.029e+04,0.9323,0.907
42,4,dyna_mask,1.0,1.0,0.3789,0.766,1.027e+05,2.581e+04,0.6229,0.4223
42,4,extremal_mask,1.0,1.0,0.9007,0.7616,2.982e+05,6.966e+03,0.9061,0.8768
42,4,fit,1.0,1.0,0.4743,0.6006,8.002e+04,3.365e+04,0.7994,0.5369
42,2,deep_lift,1.0,1.0,0.9415,0.3435,3.149e+04,3.027e+04,0.9354,0.9101
42,2,dyna_mask,1.0,1.0,0.3813,0.7699,1.036e+05,2.559e+04,0.6258,0.4268
42,2,extremal_mask,1.0,1.0,0.9332,0.7732,3.031e+05,6.79e+03,0.9173,0.9013
42,2,fit,1.0,1.0,0.4984,0.553,7.38e+04,3.333e+04,0.8073,0.5454
42,1,deep_lift,1.0,1.0,0.9401,0.3382,3.084e+04,3.021e+04,0.9332,0.9073
42,1,dyna_mask,1.0,1.0,0.3739,0.7692,1.034e+05,2.569e+04,0.6155,0.415
42,1,extremal_mask,1.0,1.0,0.9112,0.7635,3.036e+05,6.756e+03,0.9072,0.8846
42,1,fit,1.0,1.0,0.4777,0.606,8.333e+04,3.33e+04,0.7992,0.5387
42,4,integrated_gradients,1.0,1.0,0.9386,0.3352,3.042e+04,3.023e+04,0.9311,0.9048
42,4,augmented_occlusion,1.0,1.0,0.8743,0.3641,3.172e+04,3.428e+04,0.9412,0.8756
42,4,occlusion,1.0,1.0,0.9282,0.2948,2.677e+04,2.808e+04,0.8973,0.8562
42,4,retain,1.0,1.0,0.5463,0.1877,1.405e+04,2.317e+04,0.7753,0.5842
42,0,integrated_gradients,1.0,1.0,0.9434,0.3384,3.081e+04,3.03e+04,0.9363,0.9131
42,0,augmented_occlusion,1.0,1.0,0.8803,0.3635,3.17e+04,3.426e+04,0.9459,0.8831
42,0,occlusion,1.0,1.0,0.9337,0.2925,2.655e+04,2.796e+04,0.9052,0.8645
42,0,retain,1.0,1.0,0.739,0.198,1.578e+04,2.43e+04,0.7841,0.6191
42,2,integrated_gradients,1.0,1.0,0.9407,0.339,3.093e+04,3.023e+04,0.9347,0.9084
42,2,augmented_occlusion,1.0,1.0,0.8777,0.3647,3.191e+04,3.424e+04,0.9432,0.8788
42,2,occlusion,1.0,1.0,0.9341,0.2972,2.714e+04,2.802e+04,0.9075,0.8671
42,2,retain,1.0,1.0,0.5914,0.2113,1.648e+04,2.49e+04,0.7432,0.5476
42,1,integrated_gradients,1.0,1.0,0.9398,0.3336,3.032e+04,3.015e+04,0.9326,0.9059
42,1,augmented_occlusion,1.0,1.0,0.875,0.3659,3.196e+04,3.435e+04,0.9408,0.8759
42,1,occlusion,1.0,1.0,0.9305,0.2972,2.709e+04,2.81e+04,0.8997,0.8604
42,1,retain,1.0,1.0,0.6255,0.2828,2.233e+04,2.943e+04,0.8174,0.6382
42,3,integrated_gradients,1.0,1.0,0.9373,0.3446,3.142e+04,3.062e+04,0.9361,0.909
42,3,augmented_occlusion,1.0,1.0,0.8788,0.3669,3.203e+04,3.435e+04,0.946,0.8842
42,3,occlusion,1.0,1.0,0.9289,0.2971,2.704e+04,2.816e+04,0.9031,0.8597
42,3,retain,1.0,1.0,0.5377,0.2528,1.908e+04,2.878e+04,0.8347,0.6273
